page_name,page_created,total_interactions,likes,comments,shares,message
Pulaski County Special School District,2010-01-12T16:48:17Z,0,0,0,0,Student registration for the 2010/2011 school year will be Jan. 25 - Feb. 5. Read all about it here: http://www.pcssd.org/NewStudentReg2010.pdf
Vicksburg Community Schools,2009-12-09T15:13:06Z,0,0,0,0,"Three Tobey 3rd Graders started a fundraiser for an orphanage in Haiti several days ago. They expected to raise a few dollars in change but when the earthquake hit it all changed. The girls were on Channel 3 news and now people have stated to donate to the fundraiser. The girls and entire Tobey Community are enthused about the opportunity to ""Offer a Helping Hand"". The following message was sent by Mrs. McDaniel (the girls teacher). How fateful that the girls in my classroom has started the fundraiser for God's Little Angel's Orphanage just days before the earthquake. If you would like to see the website for this orphanage and check out the updates that they are posting about their condition (right hand side of the site) here is the website: Thank you for your support in your classrooms! Lynn http://glahaiti.org/:=:https://www.glahaiti.org/ If you would like to offer a donation please contact the Tobey Office or you can donate directly. Checks can be made out to Tobey Elementary."
Allegan Public Schools,2009-12-08T13:47:50Z,1,1,0,0,JANUARY 22 - No school for students. Staff Only - Professional Development.
Allegan Public Schools,2009-12-08T13:47:50Z,0,0,0,0,Parent-Teacher Conferences for High School - January 20-21
Arts Council of Fayetteville,2009-01-05T20:06:07Z,1,1,0,0,"We would like to shout out a special thanks to WIDU for inviting us to participate in their Community Week. Also a special thanks to Erika Harris, Janel Fields Burse and CJ Malson and Andretta Hales! Thanks for getting the word out!"
U.S. Environmental Protection Agency,2008-12-15T05:42:30Z,4,1,3,0,"Hey Folks, it’s time again to share your story (action #10 I spread the word.”) Please respond to Denise Owens’ story about Spreading the Word in our Greenversations blog."
Allegan Public Schools,2009-12-08T13:47:50Z,0,0,0,0,Early-Bird Kindergarten Registration - Taking place at all elementary buildings during Parent-Teacher Conferences.
Allegan Public Schools,2009-12-08T13:47:50Z,0,0,0,0,"Parent-Teacher Conferences at Middle School and all Elementary buildings - Feb. 15, 16, 18"
CHANNELLOCK®,2009-03-12T18:45:40Z,1,1,0,0,Special thanks to FireRescue1.com for the recent feature on Channellock's #88 and #89 Rescue Tools. Check it out!
BART Charter Public School,2009-08-05T02:20:56Z,0,0,0,0,"Due to the unexpected closing of our school uniform vendor, the school is currently without an online store. While we take the next couple of months to find a new vendor, we will have a limited quantity of sizes and colors of polo shirts and crewneck sweatshirts for purchase at the school. No worries, though: the company has assured us that they will be producing and shipping all orders placed before January 7, 2010."
Roanoke City Public Schools,2008-07-18T13:50:50Z,5,4,1,0,Several Roanoke City Public Schools Received the Governor's Award for Educational Excellence!
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,UACCM students/employees get CHEAP oil changes here: http://thecampuslink.blogspot.com/2010/01/meet-greet-your-sgawho-wants-cheap-oil.html
Middletown City Schools,2009-11-16T16:17:34Z,3,1,2,0,"OH's education system ranks # 5 in nation http://bit.ly/5jGOjT:=:http://education.ohio.gov/ Congrats to all educators, students & policy makers!"
K12,2007-12-06T04:08:40Z,35,19,16,0,We are anxiously awaiting word from our students and families in our Union School in Haiti. Here is the Red Cross donation link if you would like to contribute to the relief effort. http://bit.ly/5akaJb
School District of New Berlin,2009-09-30T19:53:39Z,0,0,0,0,Glen Park is having a Family Bingo Night on January 19th. The cost of admission is a non-perishable food item. All Glen Park families are welcome!
Buna Beacon,2010-01-11T22:39:38Z,3,0,3,0,Is that the temperature nudging toward 60 degrees? Can it be?
Sweetwater Union High School District,2009-11-05T19:49:22Z,0,0,0,0,"Olympian High Senior, Ryan Canlapan is a scoring force! See what the SDUT had to say about him."
"Union Public Schools - Tulsa, OK",2009-10-08T03:50:56Z,0,0,0,0,Free H1N1 flu vaccinations will resume this month at Union Public Schools through the Tulsa City-County Health Department at selected school sites beginning January 21. Click on the link for information!
"Union Public Schools - Tulsa, OK",2009-10-08T03:50:56Z,10,10,0,0,"CLASS 6A state champion Union is going outside of the state for its 2010 football season opener. The Redskins will travel to Louisiana to face another perennial power, Evangel Christian, at Shreveport on Sept. 3."
New York City Department of Education,2009-04-02T18:23:36Z,8,8,0,0,Sign up to receive emergency alerts for your school through the @NotifyNYC emergency alert system at http://bit.ly/8Eymjk:=:http://www.nyc.gov/html/notifynyc/
New York City Department of Education,2009-04-02T18:23:36Z,5,3,2,0,NA
Most Teens Don't,2009-06-11T18:00:50Z,0,0,0,0,Attention MTD Ambassadors....we are planning a mid-February meeting...we will let you know very soon when we have a date confirmed
Duluth Public Schools,2009-12-25T00:11:28Z,0,0,0,0,http://www.goduluthschools.com/?p=2825
Duval County Public Schools,2009-05-21T17:55:27Z,2,1,1,0,"Students from several Duval County schools, including Stanton College Preparatory School, Frank H. Peterson Academies of Technology and Kirby-Smith Middle School, had the opportunity to meet with high-school age students from Masan, South Korea when the Masan Committee of the Jacksonville Sister Cities Association hosted the students."
"Springfield Public Schools, Springfield, MO",2009-09-21T21:22:17Z,0,0,0,0,Follow action from the Bass Pro Tournament of Champions live online.
ASU-Mountain Home,2008-09-04T14:30:11Z,1,1,0,0,"Reminder: No Classes January 18, 2010 Martin Luther King Jr.'s Birthday Observed"
Adlai E. Stevenson High School,2009-06-15T20:22:00Z,2,2,0,0,World's Fair 2010 is coming January 23-24. Don't miss the entertainment showcase each day!
West-MEC,2009-07-10T22:13:50Z,1,1,0,0,"Nice to meet the parents and students that attended Peoria Unified’s CTE Parent Info night yesterday. If you are in the Dysart Unified district, don’t forget about Parent University tonight at 6pm @ Valley Vista HS."
Little Rock School District,2008-12-15T15:02:21Z,1,1,0,0,Open Enrollment for the 2010-2011 school year is January 25 - February 5
Ridgefield School District,2009-08-18T18:02:58Z,3,2,1,0,"Remember: There will be no school on Monday, January 18 in observance of Martin Luther King, Jr.’s Day."
Merrill Area Public Schools,2009-12-12T03:15:42Z,0,0,0,0,Space is still available for the March 4 ASVAB (Armed Services Vocational Aptitude Battery). Please encourage juniors and seniors interested in the military to sign-up in Student Services as soon as possible.
Westfield Washington Schools,2009-03-30T17:42:30Z,4,0,4,0,Anyone planning to attend Thursday Night Live (#WHS Talent Show) tonight? Cost is $5. Take a moment to read about it in today's Indy Star!
Springdale School District,2009-08-24T16:50:44Z,4,4,0,0,Springdale Har-Ber head football coach Chris Wood comments on MaxPreps coming to the school to name the Wildcats the best program in the state for 2009.
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,1,1,0,0,Meet and greet your Student Gov't. Assn. today 12:05-12:55 pm @ Union Station in the Kirk Bldg.
Albuquerque Public Schools,2009-08-26T18:49:10Z,1,1,0,0,"Join us from 5:30-7:30 p.m. TONIGHT at Grant Middle School to celebrate the opening of its new, state-of-the-art science building. The school is located at 1111 Easterday NE. It's just one more example of promises kept for taxpayer-approved projects."
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,Eighth grade students who will be attending West High School next year should plan on attending freshman registation/orientation tonight at 6:30 p.m.
Facing History and Ourselves,2008-04-29T21:00:52Z,0,0,0,0,NA
Illinois State Board of Education,2009-09-11T17:54:05Z,1,0,1,0,"You can listen to the Illinois State Board of Education meeting in Springfield live at http://www.isbe.state.il.us/. Just click on ""Real Player"" or ""Windows Media"" under our Hot Topics section."
San Diego Unified School District,2009-06-05T23:27:03Z,0,0,0,0,Get Ready for the San Diego Science Festival
Leavenworth USD 453,2009-10-22T22:36:32Z,1,1,0,0,"LHS JROTC demonstration assembly today at 12:45 in the large gym...come, watch, and be amazed! We'll post pictures tomorrow."
Clearwater Schools USD # 264,2009-04-22T15:54:39Z,0,0,0,0,"Just a reminder, Clearwater schools will have classes on Monday, January 18th."
Chapel Hill-Carrboro City Schools,2009-07-27T14:48:50Z,0,0,0,0,Superintendent Neil Pedersen posted a blog entry on MLK Day and Haiti. Read his blog at http://tinyurl.com/ygajg3l:=:http://www2.chccs.k12.nc.us/education/components/board/default.php?sectiondetailid=73310&postid=52699&#postid-52699
Poolville ISD,2009-11-05T04:19:08Z,0,0,0,0,High School Financial Aid Night tonight in the PHS cafeteria. Representatives from Weatherford College will assist college-bound seniors with filing for financial aid. You may attend regardless of you plan to attend college.
Poolville ISD,2009-11-05T04:19:08Z,0,0,0,0,"Jv Boys Basketball schedule change: Home game vs Lipan Friday, Jan 15, 5:00pm."
Sojourner Truth Academy,2009-12-16T15:55:13Z,0,0,0,0,STA students write 30 letters on Tuesday and 44 letters on Wednesday to President Obama. AND 16 letters to Colin Powell inviting him to come to lunch and asking him to help bring President Obama to our school! Yay STA! Grand Total: 727 Letters.
Corpus Christi Independent School District,2009-07-17T16:29:42Z,2,0,2,0,Coffee with Superintendent Scott Eliff 9 a.m. this morning...Luby's at Greenwood
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,FREE MLA workshops coming up: http://thecampuslink.blogspot.com/2010/01/confuzzed-by-mla-format-free-workshops.html
Arts Council of Fayetteville,2009-01-05T20:06:07Z,0,0,0,0,"""The Masters"" Pass it on!"
Bristol Tennessee City Schools,2009-09-25T02:08:25Z,0,0,0,0,"The Board of Education will hold a worksession at 5 p.m. on Thursday, January 14, at 615 Martin Luther King Jr. Blvd. to discuss agenda items for the upcoming board meeting on Monday, January 18, at 6 p.m. Individuals needing special accommodations to attend and/or participate in board session should call 423.652.9451."
PA Cyber Charter School,2009-06-23T16:43:03Z,5,5,0,0,PA Cyber is looking for families to appear in video testimonials and to be a part of a focus group for our website redesign. Interested? Let our communications department know by dropping Toni a note at toni.cicone@nndsonline.org!
Chapel Hill-Carrboro City Schools,2009-07-27T14:48:50Z,0,0,0,0,"BRMA's Graig Meyer will appear on WCHL's ""Who's Talking"" on Friday night. Details at http://tinyurl.com/yelkza2:=:http://www2.chccs.k12.nc.us/education/components/board/default.php?sectiondetailid=73134&postid=52688&#postid-52688"
Fort Worth ISD,2009-02-03T02:52:21Z,0,0,0,0,'s 13 high schools will offer free vaccinations for H1N1. Please check the schedule and take advantage of this opportunity.
L'Anse Purple Hornet Football,2010-01-01T22:14:34Z,9,0,9,0,What is your favorite Football Memory? List it here.... (Please keep it clean):
Henry Ford Academy: Alameda School for Art + Design,2009-08-13T23:21:22Z,3,2,1,0,Finals are done! Design Challenge next week. Great job Aztecs.
L'Anse Purple Hornet Football,2010-01-01T22:14:34Z,1,1,0,0,"""You have to play this game like somebody just hit your mother with a two-by-four."" ~Ken Simonton / Running Back - Oregon State"
Wolf Creek Online High School,2009-01-23T17:25:37Z,0,0,0,0,THANK YOU! for spreading the word about this page. Please keep spreading the word and suggesting that your friends become fans of this page.
Rock Island/Milan School District 41,2009-06-06T00:24:17Z,0,0,0,0,"THINK SPRING - Rock Island High School Spring Musical: Singin' in the Rain! May 6, 7, & 8."
NICE Community School District,2009-12-20T04:04:14Z,0,0,0,0,Calling out to all fans! If you have any suggestions for grant opportunities please comment.
Henry Ford Academy,2009-10-29T20:19:44Z,0,0,0,0,"HFA Annual Talent Show - Thursday January 14, 2010 at 6 p.m. Come cheer everyone on."
NICE Community School District,2009-12-20T04:04:14Z,0,0,0,0,"Ok folks...we're just an inch away from 1000 fans! Click ""suggest to friends"" on the left and click everyone who lives in the UP!"
Facebook,2007-11-07T22:51:32Z,6048,5519,528,0,Story of the Week: A cousin's Facebook postings from Haiti assures extended family that their relatives are safe after the earthquake. This is one of many heartwarming stories of people staying in touch and helping each other despite adversity.
State of Delaware - Government,2009-02-27T02:46:45Z,2,2,0,0,Markell Names Widener University Law School Dean Linda L. Ammons to Lead Independent Review of Delaware's Statutory and Admin...
Iroquois Chiefs,2009-12-23T00:37:36Z,0,0,0,0,Last nights Chiefs game @ Wolsey was 40-78 (L) their next game will be at home vs. Sunshine Bible Academy (SBA) on 1/14/10. GO CHIEFS!! for more stats on the Chiefs go to the attached link
